address_id,address,address2,city_id,postal_code,last_update
307,1908 Gaziantep Place,NULL,536,58979,2/15/06 04:45
308,687 Alessandria Parkway,NULL,455,57587,2/15/06 04:45
309,827 Yuncheng Drive,NULL,99,79047,2/15/06 04:45
310,913 Coacalco de Berriozbal Loop,NULL,33,42141,2/15/06 04:45
311,715 So Bernardo do Campo Lane,NULL,507,84804,2/15/06 04:45
312,1354 Siegen Street,NULL,25,80184,2/15/06 04:45
313,1191 Sungai Petani Boulevard,NULL,262,9668,2/15/06 04:45
314,1224 Huejutla de Reyes Boulevard,NULL,91,70923,2/15/06 04:45
315,543 Bergamo Avenue,NULL,215,59686,2/15/06 04:45
316,746 Joliet Lane,NULL,286,94878,2/15/06 04:45
317,780 Kimberley Way,NULL,515,17032,2/15/06 04:45
318,1774 Yaound Place,NULL,166,91400,2/15/06 04:45
319,1957 Yantai Lane,NULL,490,59255,2/15/06 04:45
320,1542 Lubumbashi Boulevard,NULL,57,62472,2/15/06 04:45
321,651 Pathankot Loop,NULL,336,59811,2/15/06 04:45
322,1359 Zhoushan Parkway,NULL,545,29763,2/15/06 04:45
323,1769 Iwaki Lane,NULL,97,25787,2/15/06 04:45
324,1145 Vilnius Manor,NULL,451,73170,2/15/06 04:45
325,1892 Nabereznyje Telny Lane,NULL,516,28396,2/15/06 04:45
326,470 Boksburg Street,NULL,81,97960,2/15/06 04:45
327,1427 A Corua (La Corua) Place,NULL,45,85799,2/15/06 04:45
328,479 San Felipe del Progreso Avenue,NULL,130,54949,2/15/06 04:45
329,867 Benin City Avenue,NULL,591,78543,2/15/06 04:45
330,981 Kumbakonam Place,NULL,89,87611,2/15/06 04:45
331,1016 Iwakuni Street,NULL,269,49833,2/15/06 04:45
332,663 Baha Blanca Parkway,NULL,5,33463,2/15/06 04:45
333,1860 Taguig Loop,NULL,119,59550,2/15/06 04:45
334,1816 Bydgoszcz Loop,NULL,234,64308,2/15/06 04:45
335,587 Benguela Manor,NULL,42,91590,2/15/06 04:45
336,430 Kumbakonam Drive,NULL,457,28814,2/15/06 04:45
337,1838 Tabriz Lane,NULL,143,1195,2/15/06 04:45
338,431 Szkesfehrvr Avenue,NULL,48,57828,2/15/06 04:45
339,503 Sogamoso Loop,NULL,505,49812,2/15/06 04:45
340,507 Smolensk Loop,NULL,492,22971,2/15/06 04:45
341,1920 Weifang Avenue,NULL,427,15643,2/15/06 04:45
342,124 al-Manama Way,NULL,382,52368,2/15/06 04:45
343,1443 Mardan Street,NULL,392,31483,2/15/06 04:45
344,1909 Benguela Lane,NULL,581,19913,2/15/06 04:45
345,68 Ponce Parkway,NULL,201,85926,2/15/06 04:45
346,1217 Konotop Avenue,NULL,151,504,2/15/06 04:45
347,1293 Nam Dinh Way,NULL,84,71583,2/15/06 04:45
348,785 Vaduz Street,NULL,335,36170,2/15/06 04:45
349,1516 Escobar Drive,NULL,370,46069,2/15/06 04:45
350,1628 Nagareyama Lane,NULL,453,60079,2/15/06 04:45
351,1157 Nyeri Loop,NULL,320,56380,2/15/06 04:45
352,1673 Tangail Drive,NULL,137,26857,2/15/06 04:45
353,381 Kabul Way,NULL,209,87272,2/15/06 04:45
354,953 Hodeida Street,NULL,221,18841,2/15/06 04:45
355,469 Nakhon Sawan Street,NULL,531,58866,2/15/06 04:45
356,1378 Beira Loop,NULL,597,40792,2/15/06 04:45
357,1641 Changhwa Place,NULL,52,37636,2/15/06 04:45
358,1698 Southport Loop,NULL,393,49009,2/15/06 04:45
359,519 Nyeri Manor,NULL,461,37650,2/15/06 04:45
360,619 Hunuco Avenue,NULL,331,81508,2/15/06 04:45
361,45 Aparecida de Goinia Place,NULL,464,7431,2/15/06 04:45
362,482 Kowloon and New Kowloon Manor,NULL,90,97056,2/15/06 04:45
363,604 Bern Place,NULL,429,5373,2/15/06 04:45
364,1623 Kingstown Drive,NULL,20,91299,2/15/06 04:45
365,1009 Zanzibar Lane,NULL,32,64875,2/15/06 04:45
366,114 Jalib al-Shuyukh Manor,NULL,585,60440,2/15/06 04:45
367,1163 London Parkway,NULL,66,6066,2/15/06 04:45
368,1658 Jastrzebie-Zdrj Loop,NULL,372,96584,2/15/06 04:45
369,817 Laredo Avenue,NULL,188,77449,2/15/06 04:45
370,1565 Tangail Manor,NULL,377,45750,2/15/06 04:45
371,1912 Emeishan Drive,NULL,50,33050,2/15/06 04:45
372,230 Urawa Drive,NULL,8,2738,2/15/06 04:45
373,1922 Miraj Way,NULL,356,13203,2/15/06 04:45
374,433 Florencia Street,NULL,250,91330,2/15/06 04:45
375,1049 Matamoros Parkway,NULL,191,69640,2/15/06 04:45
376,1061 Ede Avenue,NULL,98,57810,2/15/06 04:45
377,154 Oshawa Manor,NULL,415,72771,2/15/06 04:45
378,1191 Tandil Drive,NULL,523,6362,2/15/06 04:45
379,1133 Rizhao Avenue,NULL,572,2800,2/15/06 04:45
380,1519 Santiago de los Caballeros Loop,NULL,348,22025,2/15/06 04:45
381,1618 Olomouc Manor,NULL,285,26385,2/15/06 04:45
382,220 Hidalgo Drive,NULL,265,45298,2/15/06 04:45
383,686 Donostia-San Sebastin Lane,NULL,471,97390,2/15/06 04:45
384,97 Mogiljov Lane,NULL,73,89294,2/15/06 04:45
385,1642 Charlotte Amalie Drive,NULL,549,75442,2/15/06 04:45
386,1368 Maracabo Boulevard,NULL,493,32716,2/15/06 04:45
387,401 Sucre Boulevard,NULL,322,25007,2/15/06 04:45
388,368 Hunuco Boulevard,NULL,360,17165,2/15/06 04:45
389,500 Lincoln Parkway,NULL,210,95509,2/15/06 04:45
390,102 Chapra Drive,NULL,521,14073,2/15/06 04:45
391,1793 Meixian Place,NULL,258,33535,2/15/06 04:45
392,514 Ife Way,NULL,315,69973,2/15/06 04:45
393,717 Changzhou Lane,NULL,104,21615,2/15/06 04:45
394,753 Ilorin Avenue,NULL,157,3656,2/15/06 04:45
395,1337 Mit Ghamr Avenue,NULL,358,29810,2/15/06 04:45
396,767 Pyongyang Drive,NULL,229,83536,2/15/06 04:45
397,614 Pak Kret Street,NULL,6,27796,2/15/06 04:45
398,954 Lapu-Lapu Way,NULL,278,8816,2/15/06 04:45
399,331 Bydgoszcz Parkway,NULL,181,966,2/15/06 04:45
400,1152 Citrus Heights Manor,NULL,15,5239,2/15/06 04:45
401,168 Cianjur Manor,NULL,228,73824,2/15/06 04:45
402,616 Hagonoy Avenue,NULL,39,46043,2/15/06 04:45
403,1190 0 Place,NULL,44,10417,2/15/06 04:45
404,734 Bchar Place,NULL,375,30586,2/15/06 04:45
405,530 Lausanne Lane,NULL,135,11067,2/15/06 04:45
406,454 Patiala Lane,NULL,276,13496,2/15/06 04:45
407,1346 Mysore Drive,NULL,92,61507,2/15/06 04:45
408,990 Etawah Loop,NULL,564,79940,2/15/06 04:45
409,1266 Laredo Parkway,NULL,380,7664,2/15/06 04:45
410,88 Nagaon Manor,NULL,524,86868,2/15/06 04:45
411,264 Bhimavaram Manor,NULL,111,54749,2/15/06 04:45
412,1639 Saarbrcken Drive,NULL,437,9827,2/15/06 04:45
413,692 Amroha Drive,NULL,230,35575,2/15/06 04:45
414,1936 Lapu-Lapu Parkway,NULL,141,7122,2/15/06 04:45
415,432 Garden Grove Street,NULL,430,65630,2/15/06 04:45
416,1445 Carmen Parkway,NULL,117,70809,2/15/06 04:45
417,791 Salinas Street,NULL,208,40509,2/15/06 04:45
418,126 Acua Parkway,NULL,71,58888,2/15/06 04:45
419,397 Sunnyvale Avenue,NULL,19,55566,2/15/06 04:45
420,992 Klerksdorp Loop,NULL,23,33711,2/15/06 04:45
421,966 Arecibo Loop,NULL,134,94018,2/15/06 04:45
